date,url,title,category
02/27/2020,https://news.detik.com/berita/d-4917828/tentang-lancang-kuning-yang-bikin-pelaku-karhutla-pening,Tentang Lancang Kuning yang Bikin Pelaku Karhutla Pening,news
05/28/2020,https://finance.detik.com/industri/d-5032723/pekerja-ri-bakal-geser-tenaga-kerja-asing-buat-garap-smelter,Pekerja RI Bakal Geser Tenaga Kerja Asing buat Garap Smelter,finance
01/23/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4869946/naik-rp-3000-harga-emas-hari-ini-rp-772000gram,"Naik Rp 3.000, Harga Emas Hari Ini Rp 772.000/Gram",finance
02/28/2020,https://oto.detik.com/berita/d-4919070/alarm-tidak-bunyi-saat-maling-gasak-spion-toyota-alphard-ini-penyebabnya,"Alarm Tidak Bunyi saat Maling Gasak Spion Toyota Alphard, Ini Penyebabnya",oto
06/02/2020,https://hot.detik.com/celeb/d-5037742/kylie-jenner-habiskan-rp-18-t-setahun-keluarga-khawatir,"Kylie Jenner Habiskan Rp 1,8 T Setahun, Keluarga Khawatir",hot
04/28/2020,https://sport.detik.com/moto-gp/d-4994800/alex-marquez-mau-tukar-gelar-juara-dunia-dengan-1-kemenangan-motogp,"Alex Marquez, Mau Tukar Gelar Juara Dunia dengan 1 Kemenangan MotoGP?",sport
01/08/2020,https://food.detik.com/info-kuliner/d-4851106/karena-benda-dan-makanan-nyangkut-di-tenggorokan-orang-orang-ini-harus-dioperasi,"Karena Benda dan Makanan Nyangkut di Tenggorokan, Orang-orang Ini Harus Dioperasi",food
04/18/2020,https://travel.detik.com/detiktravel/d-4981761/meski-kemarau-air-terjun-ini-tetap-semarak-suaranya,Meski Kemarau Air Terjun Ini Tetap Semarak Suaranya,travel
04/22/2020,https://oto.detik.com/berita/d-4986012/mudik-dilarang-pekerja-transportasi-juga-butuh-penghasilan,"Mudik Dilarang, Pekerja Transportasi Juga Butuh Penghasilan",oto
05/17/2020,https://travel.detik.com/detiktravel/d-5018164/keindahan-yang-tersembunyi-di-gua-jomblang,Keindahan Yang Tersembunyi di Gua Jomblang,travel
01/05/2020,https://food.detik.com/info-kuliner/d-4846844/5-jenis-anggur-yang-rasanya-enak-dan-kaya-nutrisi,5 Jenis Anggur yang Rasanya Enak dan Kaya Nutrisi,food
05/15/2020,https://oto.detik.com/berita/d-5015510/bukan-cuma-kelas-menengah-banyak-mobil-mewah-juga-digadaikan,"Bukan Cuma Kelas Menengah, Banyak Mobil Mewah Juga Digadaikan",oto
02/28/2020,https://sport.detik.com/detiktv/d-4918303/kalah-agregat-arsenal-tersingkir-dari-liga-europa,"Kalah Agregat, Arsenal Tersingkir dari Liga Europa",sport
03/14/2020,https://health.detik.com/berita-detikhealth/d-4939069/seperti-dki-5-negara-ini-juga-tutup-sekolah-karena-corona,"Seperti DKI, 5 Negara Ini Juga Tutup Sekolah karena Corona",health
02/24/2020,https://oto.detik.com/berita/d-4911863/resmi-dijual-suzuki-saluto-dibanderol-rp-35-jutaan,"Resmi Dijual, Suzuki Saluto Dibanderol Rp 35 Jutaan",oto
03/10/2020,https://health.detik.com/berita-detikhealth/d-4932983/heboh-soal-siswi-smk-digerayangi-ini-cara-ajari-anak-hadapi-bullying,"Heboh Soal Siswi SMK Digerayangi, Ini Cara Ajari Anak Hadapi Bullying",health
04/12/2020,https://sport.detik.com/moto-gp/d-4974245/hore-motogp-indonesia-dapat-kontrak-selama-10-tahun,Hore! MotoGP Indonesia Dapat Kontrak Selama 10 Tahun,sport
02/10/2020,https://sport.detik.com/detiktv/d-4893652/pssi-bangga-keseriusan-surabaya-jadi-tuan-rumah-piala-dunia-u-20,PSSI Bangga Keseriusan Surabaya Jadi Tuan Rumah Piala Dunia U-20,sport
05/17/2020,https://news.detik.com/berita/d-5017754/disebut-terima-rp-38-t-dari-program-kartu-pra-kerja-ini-klarifikasi-ruangguru,"Disebut Terima Rp 3,8 T dari Program Kartu Pra Kerja, Ini Klarifikasi Ruangguru",news
03/18/2020,#,Apple Perpanjang Masa Tutup Tokonya Selama Wabah Corona,inet
02/03/2020,https://oto.detik.com/motor/d-4883825/mocil-harley-davidson-338-cc-meluncur-juni-2020-masuk-indonesia,"Mocil Harley-Davidson 338 Cc Meluncur Juni 2020, Masuk Indonesia?",oto
03/27/2020,https://sport.detik.com/raket/d-4955308/untung-rugi-penundaan-olimpiade-kata-coach-naga-api,Untung Rugi Penundaan Olimpiade Kata Coach Naga Api,sport
04/01/2020,https://oto.detik.com/berita/d-4961225/bukan-april-mop-keringanan-kredit-kendaraan-mulai-berlaku-hari-ini,"Bukan April Mop, Keringanan Kredit Kendaraan Mulai Berlaku Hari Ini",oto
04/09/2020,https://health.detik.com/berita-detikhealth/d-4970576/viral-surat-terbuka-guru-besar-ugm-sebut-ac-permudah-penularan-corona,Viral Surat Terbuka Guru Besar UGM Sebut AC Permudah Penularan Corona,health
03/17/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4943013/pengusaha-tekstil-sumbang-2-juta-masker-tekan-penyebaran-corona,Pengusaha Tekstil Sumbang 2 Juta Masker Tekan Penyebaran Corona,finance
04/19/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4983060/bantuan-sembako-jabodetabek-disalurkan-mulai-besok,Bantuan Sembako Jabodetabek Disalurkan Mulai Besok,finance
02/12/2020,https://health.detik.com/berita-detikhealth/d-4895534/who-tetapkan-covid-19-jadi-nama-resmi-virus-corona-misterius-dari-wuhan,WHO Tetapkan COVID-19 Jadi Nama Resmi Virus Corona 'Misterius' dari Wuhan,health
01/01/2020,https://news.detik.com/berita/d-4843018/gempa-m-33-terjadi-di-kairatu-maluku,"Gempa M 3,3 Terjadi di Kairatu, Maluku",news
01/02/2020,https://food.detik.com/resep-pembaca/d-4843260/resep-tahu--tahu-krispi-cabe-garam,Resep Tahu : Tahu Krispi Cabe Garam,food
05/16/2020,https://oto.detik.com/mobil/d-5016948/banyak-virus-hyundai-gunakan-sinar-ultraviolet-sterilkan-kabin-mobil,"Banyak Virus, Hyundai Gunakan Sinar Ultraviolet Sterilkan Kabin Mobil",oto
06/07/2020,https://travel.detik.com/travel-news/d-5044162/bioskop-prancis-boleh-buka-lagi-tapi-cuma-boleh-diisi-setengah,"Bioskop Prancis Boleh Buka Lagi, Tapi Cuma Boleh Diisi Setengah",travel
04/20/2020,https://food.detik.com/info-kuliner/d-4984001/inspiratif-kisah-chef-handal-meski-punya-keterbatasan-fisik,Inspiratif! Kisah Chef Handal Meski Punya Keterbatasan Fisik,food
03/23/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4950538/alat-tes-corona-beredar-di-toko-online-ini-kata-shopee,"Alat Tes Corona Beredar di Toko Online, Ini Kata Shopee",finance
04/03/2020,https://food.detik.com/info-kuliner/d-4963069/heboh-netizen-borong-bahan-makanan-ternyata-untuk-tujuan-mulia,"Heboh Netizen Borong Bahan Makanan, Ternyata Untuk Tujuan Mulia",food
05/14/2020,https://food.detik.com/info-kuliner/d-5014499/pelakor-han-so-hee-dan-suga-bts-idol-korea-yang-pernah-jadi-pelayan-resto,"'Pelakor' Han So-hee dan Suga BTS, Idol Korea yang Pernah Jadi Pelayan Resto",food
01/28/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4876360/komisi-v-dpr-lapor-ke-menhub-jalan-rusak-gara-gara-truk-obesitas,Komisi V DPR Lapor ke Menhub Jalan Rusak Gara-gara Truk Obesitas,finance
02/14/2020,https://oto.detik.com/berita/d-4899687/alasan-utama-dan-format-tes-psikologi-pembuatan-sim,Alasan Utama dan Format Tes Psikologi Pembuatan SIM,oto
05/29/2020,https://health.detik.com/berita-detikhealth/d-5033572/tembus-25216-kasus-ini-sebaran-678-kasus-baru-corona-di-indonesia-29-mei,"Tembus 25.216 Kasus, Ini Sebaran 678 Kasus Baru Corona di Indonesia 29 Mei",health
05/07/2020,https://health.detik.com/berita-detikhealth/d-5005916/update-corona-di-indonesia-7-mei-12776-positif-2381-sembuh-930-meninggal,"Update Corona di Indonesia 7 Mei: 12.776 Positif, 2.381 Sembuh, 930 Meninggal",health
04/12/2020,https://oto.detik.com/mobil/d-4973950/survei-banyak-yang-ingin-mudik-mayoritas-pilih-mobil-pribadi,"Survei: Banyak yang Ingin Mudik, Mayoritas Pilih Mobil Pribadi",oto
05/15/2020,https://hot.detik.com/music/d-5015603/yuk-nonton-special-show-sambil-donasi-di-armand-maukonser-hari-ini,"Yuk, Nonton Special Show Sambil Donasi di Armand MauKonser Hari Ini!",hot
01/31/2020,https://finance.detik.com/infrastruktur/d-4880706/ditegur-basuki-tarif-tol-naik-mendadak-ini-pembelaan-kepala-bpjt,"Ditegur Basuki Tarif Tol Naik Mendadak, Ini Pembelaan Kepala BPJT",finance
04/06/2020,https://food.detik.com/info-kuliner/d-4966750/lucunya-ini-aksi-anjing-pintar-beli-camilan-hingga-antarkan-wine,Lucunya! Ini Aksi Anjing Pintar Beli Camilan hingga Antarkan Wine,food
05/27/2020,https://health.detik.com/berita-detikhealth/d-5030524/10-wilayah-indonesia-dengan-penambahan-kasus-corona-terbanyak-27-mei,10 Wilayah Indonesia dengan Penambahan Kasus Corona Terbanyak 27 Mei,health
05/22/2020,https://health.detik.com/berita-detikhealth/d-5024317/komplikasi-misterius-terkait-corona-juga-muncul-pada-orang-dewasa-muda,Komplikasi Misterius Terkait Corona Juga Muncul Pada Orang Dewasa Muda,health
06/07/2020,https://food.detik.com/info-kuliner/d-5043234/terdampak-corona-inul-daratista-ubah-bisnis-karaoke-jadi-bisnis-kuliner,"Terdampak Corona, Inul Daratista Ubah Bisnis Karaoke jadi Bisnis Kuliner",food
01/05/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4846915/basuki-kecewa-pada-anies-viral-bos-kai-naik-getek-berkursi,"Basuki Kecewa Pada Anies, Viral Bos KAI Naik Getek Berkursi",finance
05/21/2020,https://hot.detik.com/detiktv/d-5023780/transformasi-cantika-jadi-pekerja-data-yang-suka-korea,Transformasi Cantika Jadi Pekerja Data yang Suka Korea,hot
04/15/2020,https://sport.detik.com/sport-lain/d-4978534/jika-pon-papua-ditunda-kapan-waktu-yang-tepat-menggelarnya,"Jika PON Papua Ditunda, Kapan Waktu yang Tepat Menggelarnya?",sport
02/12/2020,https://food.detik.com/berita-boga/d-4895708/seputar-virus-corona-konsumsi-hewan-liar-hingga-penyelundupan-dendeng-tikus,"Berita Terpopuler Seputar Virus Corona, Konsumsi Hewan Liar hingga Penyelundupan Dendeng Tikus",food
02/19/2020,#,Ini Ponsel yang Bakal Dukung Google Stadia,inet
04/15/2020,https://news.detik.com/berita/d-4978070/polda-bem-di-riau-bakal-tangani-pemakaman-pasien-corona-jika-rs-kewalahan,Polda-BEM di Riau Bakal Tangani Pemakaman Pasien Corona Jika RS Kewalahan,news
03/03/2020,https://travel.detik.com/travel-news/d-4924034/desa-wisata-borobudur-mau-dibangun-bak-macapat-seperti-apa,"Desa Wisata Borobudur Mau Dibangun Bak Macapat, Seperti Apa?",travel
06/01/2020,https://oto.detik.com/oto-galeri/d-5036399/usaha-cat-duco-melempem-di-tengah-corona,Usaha Cat Duco Melempem di Tengah Corona,oto
01/24/2020,https://food.detik.com/rumah-makan/d-4871891/rumah-keluarga-tjhia--lezatnya-choi-pan-hangat-di-rumah-berusia-118-tahun,Rumah Keluarga Tjhia : Lezatnya Choi Pan Hangat di Rumah Berusia 118 Tahun,food
03/04/2020,https://oto.detik.com/catatan-pengendara-motor/d-4924465/mahal-juga-segini-harga-masker-anti-nuklir-yang-dipakai-driver-ojol,"Mahal Juga, Segini Harga Masker Anti-Nuklir yang Dipakai Driver Ojol",oto
04/19/2020,https://sport.detik.com/moto-gp/d-4982932/valentino-rossi-aku-bukan-yang-terbaik-sepanjang-sejarah-tapi,"Valentino Rossi: Aku Bukan yang Terbaik Sepanjang Sejarah, tapi...",sport
03/11/2020,https://news.detik.com/berita/d-4934881/kasus-pasien-positif-virus-corona-jadi-34-2-sembuh-1-meninggal,"Kasus Pasien Positif Virus Corona Jadi 34: 2 Sembuh, 1 Meninggal",news
04/30/2020,https://travel.detik.com/fototravel/d-4998036/penemuan-mumi-dan-barang-barang-antik-di-lubang-penguburan-mesir,Penemuan Mumi dan Barang-Barang Antik di Lubang Penguburan Mesir,travel
02/04/2020,https://hot.detik.com/music/d-4884938/billy-corgan-sebut-shiny-and-oh-so-bright-bukan-album-smashing-pumkins,Billy Corgan Sebut 'Shiny and Oh So Bright' Bukan Album Smashing Pumkins,hot
05/23/2020,https://food.detik.com/info-kuliner/d-5025396/terapkan-social-distancing-kafe-ini-lempar-kopi-dan-kue-ke-pengunjung,"Terapkan 'Social Distancing', Kafe Ini Lempar Kopi dan Kue ke Pengunjung",food
02/26/2020,https://oto.detik.com/berita/d-4915332/5-kota-di-indonesia-punya-polusi-udara-terburuk-di-asean,5 Kota di Indonesia Punya Polusi Udara Terburuk di ASEAN,oto
01/29/2020,#,KisahÂ Startup yang Mengubah Sistem Pembayaran diÂ Dubai,inet
01/03/2020,https://news.detik.com/berita/d-4845784/korban-longsor-di-sukajaya-bogor-butuh-bahan-pokok-dan-obat-obatan,Korban Longsor di Sukajaya Bogor Butuh Bahan Pokok dan Obat-Obatan,news
03/25/2020,https://health.detik.com/berita-detikhealth/d-4952976/viral-jenazah-pdp-corona-dibawa-keluarga-ini-prosedur-yang-benar,"Viral Jenazah PDP Corona Dibawa Keluarga, Ini Prosedur yang Benar",health
02/23/2020,https://oto.detik.com/oto-galeri/d-4911054/lady-bikers-seksi-yang-bisa-ngajak-motor-rebahan,Lady Bikers Seksi yang Bisa Ngajak Motor Rebahan,oto
01/13/2020,https://sport.detik.com/raket/d-4857562/pebulutangkis-putri-korsel-disebut-mirip-jonatan-christie-apa-katanya,"Pebulutangkis Putri Korsel Disebut Mirip Jonatan Christie, Apa Katanya?",sport
05/26/2020,https://health.detik.com/berita-detikhealth/d-5029236/era-new-normal-ini-panduan-cegah-corona-sepulang-dari-kantor,"Era New Normal, Ini Panduan Cegah Corona Sepulang dari Kantor",health
03/09/2020,https://sport.detik.com/sport-lain/d-4932131/equestrian-champions-league-2020-tumbuhkan-minat-olahraga-berkuda,Equestrian Champions League 2020 Tumbuhkan Minat Olahraga Berkuda,sport
04/28/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4994384/pengusaha-minta-bersabar-soal-thr-buruh-tak-bisa-ditunda,"Pengusaha Minta Bersabar soal THR, Buruh: Tak Bisa Ditunda",finance
05/08/2020,#,Animal Crossing Genjot Penjualan Nintendo Switch,inet
04/01/2020,https://news.detik.com/berita/d-4960414/hadits-pendek-keutamaan-sedekah-dan-sholat-dhuha,Hadits Pendek: Keutamaan Sedekah dan Sholat Dhuha,news
03/11/2020,#,Pesona Oppo Find X2,inet
04/16/2020,https://sport.detik.com/detiktv/d-4979049/ini-kebanggaan-lorenzo-usai-pamit-dari-motogp,Ini Kebanggaan Lorenzo usai Pamit dari MotoGP,sport
01/25/2020,https://sport.detik.com/raket/d-4872999/ini-dia-timnas-indonesia-ke-kejuaraan-bulutangkis-beregu-asia-2020,Ini Dia Timnas Indonesia ke Kejuaraan Bulutangkis Beregu Asia 2020,sport
02/29/2020,https://oto.detik.com/mobil/d-4919464/sedan-bekas-rp-60-juta-bisa-dicicil-12-jutaan-per-bulan,"Sedan Bekas Rp 60 Juta, Bisa Dicicil 1,2 Jutaan Per Bulan",oto
04/22/2020,https://sport.detik.com/detiktv/d-4986504/man-united-tertarik-pada-joao-felix,Man United Tertarik pada Joao Felix?,sport
04/23/2020,#,Begini Cara Amankan WhatsApp dari Pembajakan,inet
06/12/2020,https://travel.detik.com/travel-news/d-5051454/dibuka-sejak-senin-tiap-hari-100-wisatawan-kunjungi-papandayan,"Dibuka Sejak Senin, Tiap Hari 100 Wisatawan Kunjungi Papandayan",travel
01/09/2020,https://travel.detik.com/detiktravel/d-4852790/pengalaman-traveling-ke-7-negara-secara-gratis,Pengalaman Traveling ke 7 Negara Secara Gratis,travel
05/17/2020,https://travel.detik.com/detiktravel/d-5018045/pesona-negeri-dongeng-di-pelosok-yogyakarta,Pesona Negeri Dongeng di Pelosok Yogyakarta,travel
06/11/2020,https://oto.detik.com/berita/d-5048966/ganjil-genap-tak-diperlukan-jika-kondisinya-seperti-ini,Ganjil-Genap Tak Diperlukan Jika Kondisinya Seperti Ini,oto
05/27/2020,https://hot.detik.com/celeb/d-5030527/diboikot-karena-tudingan-rasis-jimmy-fallon-minta-maaf,"Diboikot Karena Tudingan Rasis, Jimmy Fallon Minta Maaf",hot
03/26/2020,https://travel.detik.com/travel-news/d-4953159/aduh-polisi-jepang-jadikan-pos-jaga-jadi-tempat-ena-ena,"Aduh, Polisi Jepang Jadikan Pos Jaga Jadi Tempat Ena-ena",travel
05/06/2020,https://finance.detik.com/moneter/d-5004546/gubernur-bi-pilih-quantitative-easing-dibanding-cetak-uang-apa-itu,"Gubernur BI Pilih Quantitative Easing Dibanding Cetak Uang, Apa Itu?",finance
06/10/2020,https://health.detik.com/berita-detikhealth/d-5048228/tembus-1241-kasus-baru-ini-alasan-penambahan-kasus-corona-ri-tinggi,"Tembus 1.241 Kasus Baru, Ini Alasan Penambahan Kasus Corona RI Tinggi",health
06/03/2020,https://oto.detik.com/motor/d-5038549/asosiasi-ojol-kaji-keamanan-sekat-pemisah-driver-dan-penumpang,Asosiasi Ojol Kaji Keamanan Sekat Pemisah Driver dan Penumpang,oto
01/21/2020,https://oto.detik.com/motor/d-4868153/harapan-honda-ngegas-matik-baru-di-awal-2020,Harapan Honda Ngegas Matik Baru di Awal 2020,oto
02/12/2020,https://travel.detik.com/domestic-destination/d-4895487/3-air-terjun-pengantin-di-ciamis-asyik-buat-basah-basahan,"3 Air Terjun Pengantin di Ciamis, Asyik Buat Basah-basahan",travel
01/13/2020,https://travel.detik.com/fototravel/d-4856895/foto-sawah-yang-viral-di-yogya,Foto Sawah yang Viral di Yogya,travel
02/20/2020,https://hot.detik.com/detiktv/d-4907255/jane-shalimar-resmi-menikah-dengan-arsya-wijaya,Jane Shalimar Resmi Menikah dengan Arsya Wijaya,hot
04/30/2020,https://food.detik.com/info-kuliner/d-4997320/nyeleneh-netizen-ini-pakai-kardus-handphone-sebagai-kotak-makan,Nyeleneh! Netizen Ini Pakai Kardus Handphone Sebagai Kotak Makan,food
05/31/2020,#,Momen Bersejarah Peluncuran Roket SpaceX di Florida,inet
03/31/2020,https://news.detik.com/berita/d-4960285/kemendikbud-soal-kendala-belajar-di-rumah-materi-ajar-rumah-tak-kondusif,Kemendikbud soal Kendala Belajar di Rumah: Materi Ajar-Rumah Tak Kondusif,news
04/02/2020,https://hot.detik.com/celeb/d-4962215/lagi-kasmaran-lala-karmela-ungkap-bisa-jatuh-cinta-dengan-kekasih,"Lagi Kasmaran, Lala Karmela Ungkap Bisa Jatuh Cinta dengan Kekasih",hot
03/05/2020,https://hot.detik.com/celeb/d-4926228/dengan-ucap-basmalah-cinta-penelope-siap-nikah-ke-6-kali-dengan-pria-turki,"Dengan Ucap Basmalah, Cinta Penelope Siap Nikah ke-6 Kali dengan Pria Turki",hot
05/31/2020,https://hot.detik.com/celeb/d-5035423/fedi-nuril-bantu-promosikan-usaha-kecil-saat-pandemi-corona,Fedi Nuril Bantu Promosikan Usaha Kecil saat Pandemi Corona,hot
01/26/2020,https://oto.detik.com/mobil/d-4873439/wuhan-motor-city-yang-lumpuh-karena-virus-corona,"Wuhan, Motor City yang Lumpuh Karena Virus Corona",oto
06/02/2020,https://sport.detik.com/raket/d-5037935/herry-ip-nilai-bwf-terburu-buru-menggulirkan-turnamen,Herry IP Nilai BWF Terburu-buru Menggulirkan Turnamen,sport
02/25/2020,#,"Banjir Jakarta, Hati-hati Beredar Hoax Lama",inet
02/25/2020,https://news.detik.com/berita/d-4914385/aeon-mall-jgc-cakung-jaktim-diserang-warga-ini-respons-pemprov-dki,"AEON Mall JGC Cakung Jaktim Diserang Warga, Ini Respons Pemprov DKI",news
02/25/2020,https://travel.detik.com/domestic-destination/d-4913328/begini-rasanya-nonton-film-arung-jeram-dan-basah-beneran-di-go-wet-theater,Begini Rasanya Nonton Film Arung Jeram dan Basah Beneran di Go! Wet Theater,travel
04/16/2020,https://food.detik.com/info-kuliner/d-4978241/keren-seniman-ini--kampanye-jangan-mudik-lewat-plesetan-produk-makanan,Keren! Seniman Ini  Kampanye 'Jangan Mudik' Lewat Plesetan Produk Makanan,food
06/10/2020,https://food.detik.com/info-kuliner/d-5047669/bukan-hanya-daging-babi-hewan-buas-dan-bertaring-juga-haram,"Bukan Hanya Daging Babi, Hewan Buas dan Bertaring Juga Haram",food
05/24/2020,https://health.detik.com/berita-detikhealth/d-5027045/meski-positif-pasien-corona-disebut-tak-lagi-menular-di-hari-ke-11,"Meski Positif, Pasien Corona Disebut Tak Lagi Menular di Hari ke-11",health
